ID,X,Y,Z,XYZ,Time,Activity,Activity2
bla, -2.60489153862, 7.03835439682, 7.38790798187, 0.72114793799, 1489060264.21, Unknown 
bla, -2.22181916237, 6.33445930481, 7.70873069763, 0.411858150218, 1489060264.3, Unknown 
bla, -2.97359848022, 7.13891077042, 6.2482676506, 0.132192089431, 1489060264.58, Unknown 
bla, -2.96881008148, 7.33044719696, 8.23066711426, 1.60460339009, 1489060264.93, Unknown 
bla, -0.861912608147, 5.84604215622, 7.37354278564, -0.360754768337, 1489060265.22, Unknown 
bla, -0.938527047634, 6.96174001694, 7.44058036804, 0.422736354263, 1489060265.54, Unknown 
bla, -2.38941335678, 7.32565879822, 7.09581518173, 0.664978095957, 1489060265.8, Unknown 
bla, -1.77170920372, 7.47888755798, 6.74626207352, 0.416669280468, 1489060266.16, Unknown 
bla, -1.73819041252, 7.81407594681, 7.00962400436, 0.830296870634, 1489060266.56, Unknown 
bla, -1.71424841881, 7.9481511116, 7.19158315659, 1.0449814386, 1489060266.78, Unknown 
bla, -1.04387199879, 6.82766485214, 7.85717153549, 0.651444480624, 1489060267.07, Unknown 
bla, -0.97683429718, 6.8899140358, 7.03835439682, 0.087653928081, 1489060267.3, Unknown 
bla, -0.924161851406, 6.77020406723, 7.06708478928, 0.0202301935587, 1489060267.6, Unknown 
bla, -1.69509482384, 7.00962400436, 6.58345603943, -0.0452640298139, 1489060267.9, Unknown 
bla, -1.47003984451, 7.07666158676, 7.27777481079, 0.447005535466, 1489060268.28, Unknown 
bla, -3.27047944069, 7.45494556427, 7.26819801331, 1.10324660671, 1489060268.52, Unknown 
bla, -1.98239898682, 6.89949083328, 7.76619195938, 0.765756098333, 1489060268.85, Unknown 
bla, -1.63763391972, 7.25383281708, 7.50761795044, 0.757131241869, 1489060269.1, Unknown 
bla, -1.98239898682, 7.42621517181, 7.36396598816, 0.834556007452, 1489060269.48, Unknown 
bla, -1.5801731348, 7.0814499855, 7.23946762085, 0.439574257816, 1489060269.73, Unknown 
bla, -0.507570743561, 7.31129360199, 6.53078365326, 0.00650535169689, 1489060270.03, Unknown 
bla, -0.177170932293, 7.32565879822, 6.82766485214, 0.205671405369, 1489060270.37, t-bane 
bla, -0.306457817554, 7.6943655014, 5.91786813736, -0.0982370213071, 1489060270.68, t-bane 
bla, -1.13006317616, 8.04391956329, 6.45416927338, 0.564872805593, 1489060271.01, t-bane 
bla, -0.852335810661, 8.28812789917, 5.68802452087, 0.278268600568, 1489060271.23, t-bane 
bla, -1.34075295925, 8.27855110168, 5.62577533722, 0.288582820664, 1489060271.56, t-bane 
bla, -4.09408473969, 11.491569519, 0.25797522068, 2.39181343413, 1489060271.87, t-bane 
bla, 2.34152936935, 9.44692134857, 3.1645359993, 0.424323174715, 1489060272.19, t-bane 
bla, -0.335188239813, 9.25059700012, -7.47050762177, 2.08514103076, 1489060272.43, t-bane 
bla, 1.18752408028, 5.89871454239, -7.77217721939, 0.01912943365, 1489060272.73, t-bane 
bla, 3.86424160004, 8.82921695709, -7.40347003937, 2.34313967017, 1489060273.07, t-bane 
bla, 2.86825370789, 5.6353521347, -4.91350030899, -1.8020940127, 1489060273.41, t-bane 
bla, 2.95444488525, -0.244807124138, -5.53599309921, -3.53019946952, 1489060273.64, t-bane 
bla, 3.11246228218, 3.94983434677, -10.84633255, 2.14539805323, 1489060274.03, t-bane 
bla, 6.56011247635, 4.18446588516, -6.7043633461, 0.460994027988, 1489060274.28, t-bane 
bla, 5.10443782806, 5.25227975845, -6.87674570084, 0.236460054945, 1489060274.67, t-bane 
