ID,X,Y,Z,XYZ,Time,Activity,Activity2
bla, -0.962469100952, 6.43980407715, 8.24503231049, 0.696092571613, 1486897978.87, Unknown, 
bla, -1.13006317616, 6.15249967575, 7.4357919693, -0.0929378280825, 1486897979.18, Unknown, 
bla, -1.09175598621, 6.19559526443, 7.36396598816, -0.124684987628, 1486897979.5, Unknown, 
bla, -1.02950668335, 5.57789134979, 7.34002399445, -0.533755708252, 1486897979.75, Unknown, 
bla, -2.04943656921, 7.63690471649, 5.8891377449, 0.0492315764694, 1486897980.14, Unknown, 
bla, -0.258573770523, 7.44536876678, 8.10138034821, 1.19603198317, 1486897980.39, Unknown, 
bla, -0.210689753294, 6.64091682434, 9.00638866425, 1.38201515418, 1486897980.72, Unknown, 
bla, -0.0574608407915, 5.59704494476, 8.5275478363, 0.390455184077, 1486897980.96, Unknown, 
bla, -1.66157603264, 6.68401241302, 7.9146323204, 0.681818794513, 1486897981.28, Unknown, 
bla, -1.34075295925, 5.97054052353, 7.09102678299, -0.443696915115, 1486897981.61, Unknown, 
bla, -1.67594122887, 6.06630849838, 7.15806436539, -0.278643157494, 1486897981.9, Unknown, 
bla, -1.22583127022, 7.07187318802, 7.99603509903, 0.934795484111, 1486897982.23, Unknown, 
bla, -0.88585460186, 6.33445930481, 7.67042350769, 0.17726738639, 1486897982.46, Unknown, 
bla, -1.21625447273, 6.13334608078, 8.11574554443, 0.435122489802, 1486897982.83, Unknown, 
bla, -1.21625447273, 6.13334608078, 8.11574554443, 0.435122489802, 1486897982.89, Unknown, 
bla, -0.756567716599, 5.96575212479, 7.77576875687, 0.0198104195581, 1486897983.09, Unknown, 
bla, -0.756567716599, 5.96575212479, 7.77576875687, 0.0198104195581, 1486897983.22, bil, 
bla, -0.823605358601, 5.79815816879, 7.71351909637, -0.125200529325, 1486897983.38, bil, 
bla, -1.92972660065, 5.77900457382, 8.28812789917, 0.476583625796, 1486897983.69, bil, 
bla, -1.92972660065, 5.77900457382, 8.28812789917, 0.476583625796, 1486897983.81, bil, 
bla, -0.445321530104, 4.12221670151, 10.1412401199, 1.14608200816, 1486897983.99, bil, 
bla, -2.54264211655, 4.76386260986, 11.0941324234, 2.5285246333, 1486897984.33, bil, 
bla, 0.972045898438, 7.59380912781, 8.24503231049, 1.44128295348, 1486897984.63, bil, 
bla, -2.66714072227, 5.11820459366, 7.87632513046, -0.045464401431, 1486897984.94, bil, 
bla, -0.47405192256, 11.970410347, 15.2169475555, 9.5567483592, 1486897985.26, bil, 
bla, -4.38138914108, -1.59034848213, 0.502183794975, -5.12193348339, 1486897985.58, bil, 
bla, -14.207192421, 4.84526586533, -9.7833070755, 8.1074221116, 1486897985.9, bil, 
bla, -8.101978302, -7.07785892487, -5.83766222, 2.42995259636, 1486897986.14, bil, 
bla, -4.42927312851, -5.83766222, -3.16094470024, -1.8295030205, 1486897986.46, bil, 
bla, -7.12514448166, -1.59034848213, -5.10503673553, -0.901672870269, 1486897986.78, bil, 
bla, -7.21133565903, 1.28269350529, 2.45106387138, -2.08624581455, 1486897987.02, bil, 
bla, -10.0556468964, -7.39868164062, -2.14101481438, 2.85650973864, 1486897987.38, bil, 
bla, -8.16422748566, 1.07679224014, -5.19601631165, -0.0728198395598, 1486897987.58, bil, 
bla, -6.92403125763, 6.60739803314, -6.33565616608, 1.66782456216, 1486897987.96, bil, 
bla, -9.89762973785, 0.775122821331, -6.16806221008, 1.87798020375, 1486897988.23, bil, 
bla, -9.89762973785, 0.775122821331, -6.16806221008, 1.87798020375, 1486897988.38, bil, 
bla, -7.87213516235, 0.195725992322, -5.86160421371, 0.00668093790716, 1486897988.52, bil, 
bla, -6.44519090652, 1.52211368084, -6.08187103271, -0.818533426769, 1486897988.87, bil, 
bla, -6.44519090652, 1.52211368084, -6.08187103271, -0.818533426769, 1486897988.89, bil, 
bla, -10.1466264725, 1.70886147022, -5.07151794434, 1.66146592882, 1486897989.18, bil, 
bla, -7.44596719742, 0.923563301563, -5.5790886879, -0.460046670467, 1486897989.42, bil, 
