ID   X             Y             Z              XYZ            Time          Activity
bla -0.172382518649 9.73422527313 0.214879602194 -0.0718774579356 1486381220.1 kalibrering y 
bla -0.186747729778 9.73901367188 0.0712274983525 -0.0689356140067 1486381220.42 kalibrering y 
bla -0.100556470454 9.77253246307 0.143053546548 -0.0359032814914 1486381220.81 kalibrering y 
bla -0.0861912593246 9.72943687439 0.147841960192 -0.079058212531 1486381221.09 kalibrering y 
bla -0.138863697648 9.67197608948 0.147841960192 -0.135897362177 1486381221.33 kalibrering y 
bla -0.0909796655178 9.73422527313 0.0185550637543 -0.0753318876288 1486381221.63 kalibrering y 
bla -0.172382518649 9.62888050079 0.234033212066 -0.176733317527 1486381221.93 kalibrering y 
bla -0.0239420160651 9.75816726685 0.0664390996099 -0.0515771877916 1486381222.3 kalibrering y 
bla -0.0430956296623 9.74380207062 0.262763649225 -0.0625602971845 1486381222.56 kalibrering y 
bla -0.0670376494527 9.70070648193 0.277128845453 -0.105104292572 1486381222.84 kalibrering y 
bla -0.0766144543886 9.65761089325 0.080804310739 -0.151747193376 1486381223.17 kalibrering y 
bla -0.0814028605819 9.73422527313 0.190937578678 -0.0735619833149 1486381223.43 kalibrering y 
bla -0.196324542165 9.64803409576 0.00897825602442 -0.159964463901 1486381223.75 kalibrering y 
bla -0.0143652101979 9.66239929199 0.0472854822874 -0.147474328418 1486381224.09 kalibrering y 
bla -0.196324542165 9.76774406433 0.301070868969 -0.0356452335577 1486381224.36 kalibrering y 
