ID   X             Y             Z              XYZ            Time          Activity
bla -0.12689268589 -0.000598550424911 10.2250366211 0.415823977299 1486374302.98 kalibrering Z 
bla -0.179565131664 0.00658405479044 10.1963062286 0.387889374495 1486374303.24 kalibrering Z 
bla -0.196324542165 -0.014963760972 10.2465848923 0.438476432844 1486374303.5 kalibrering Z 
bla -0.11013327539 -0.0269347690046 10.2010946274 0.391724678548 1486374303.81 kalibrering Z 
bla -0.172382518649 -0.014963760972 10.1675758362 0.359048039585 1486374304.18 kalibrering Z 
bla -0.167594119906 -0.0293289702386 10.2130661011 0.404483205842 1486374304.46 kalibrering Z 
bla -0.153228908777 -0.0532709881663 10.2441902161 0.435474614657 1486374304.72 kalibrering Z 
bla -0.150834709406 -0.0341173745692 10.2058830261 0.397054592179 1486374305.01 kalibrering Z 
bla -0.184353530407 -0.0317231714725 10.2226428986 0.414354278645 1486374305.32 kalibrering Z 
bla -0.160411506891 -0.0293289702386 10.2010946274 0.392397935623 1486374305.62 kalibrering Z 
bla -0.143652096391 0.0161608606577 10.282497406 0.473513504767 1486374305.97 kalibrering Z 
bla -0.20590133965 0.00179565127473 10.2681322098 0.460196573752 1486374306.23 kalibrering Z 
bla -0.12689268589 0.00418985309079 10.1915178299 0.382308619036 1486374306.53 kalibrering Z 
bla -0.18914192915 -0.0317231714725 10.2058830261 0.397684819384 1486374306.84 kalibrering Z 
bla -0.12689268589 -0.0125695588067 10.2178544998 0.408650122544 1486374307.18 kalibrering Z 
bla -0.153228908777 0.00418985309079 10.2202482224 0.411397672521 1486374307.44 kalibrering Z 
bla -0.155623108149 -0.0269347690046 10.2489786148 0.440195445958 1486374307.75 kalibrering Z 
bla -0.131681099534 -0.0269347690046 10.2178544998 0.408738472688 1486374308.1 kalibrering Z 
bla -0.11013327539 0.0185550637543 10.2441902161 0.43479901275 1486374308.37 kalibrering Z 
bla -0.138863697648 -0.00778115540743 10.2681322098 0.459074094113 1486374308.67 kalibrering Z 
bla -0.122104287148 -0.0101753575727 10.2178544998 0.408589118576 1486374308.97 kalibrering Z 
bla -0.141257897019 -0.017357962206 10.2346134186 0.425602909457 1486374309.27 kalibrering Z 
bla -0.129286885262 -0.014963760972 10.2058830261 0.396712857514 1486374309.57 kalibrering Z 
bla -0.155623108149 0.00179565127473 10.2848920822 0.476069556393 1486374309.9 kalibrering Z 
